STATE;GRPIP_mean;cost35_mean;cost50_mean;EstimateGROSSRENTOccupiedunitspayingrentMediandollars;PercentHOUSINGTENUREOccupiedhousingunitsRenteroccupied;PercentEMPLOYMENTSTATUSCivilianlaborforceUnemploymentRate;EstimateINCOMEANDBENEFITSIN2024INFLATIONADJUSTEDDOLLARSTotalhous;EstimateINCOMEANDBENEFITSIN2024INFLATIONADJUSTEDDOLLARSPercapita;Prevalence_FrequentMentalDistress;Promedio_POORHLTH;YEAR;Stress_mean_STATE;Stress_within;Stress_lag;Y_mean_STATE;Y_within;RIR_35rent;RIR_mean_STATE;RIR_within;RIR_lag
Arizona;36.791580366001400;0.393707115388740;0.231058532450367;933;38.1;6.9;51492;26721;0.111559784303302;4.798074408413940;2015;0.131987766047777;-0.020427981744475;0.116330703424913;4.944371167363520;-0.146296758949581;0.393707115388740;0.398770519161629;-0.005063403772889;0.390555640934836
Arizona;36.763283335960000;0.387726318626477;0.231271541239268;976;36.8;6.5;53558;27997;0.115731468124586;5.276795797232560;2016;0.131987766047777;-0.016256297923190;0.111559784303302;4.944371167363520;0.332424629869033;0.387726318626477;0.398770519161629;-0.011044200535152;0.393707115388740
Arizona;36.841318293495900;0.391760723926209;0.231451955038998;1020;35.3;5.8;56581;29420;0.120842427890598;5.314156761181390;2017;0.131987766047777;-0.011145338157179;0.115731468124586;4.944371167363520;0.369785593817870;0.391760723926209;0.398770519161629;-0.007009795235420;0.387726318626477
Arizona;35.878632112923600;0.371821507920346;0.213947725489030;1036;35.2;5.4;59246;30530;0.123522706794443;5.166521108617480;2018;0.131987766047777;-0.008465059253334;0.120842427890598;4.944371167363520;0.222149941253958;0.371821507920346;0.398770519161629;-0.026949011241283;0.391760723926209
Arizona;35.699025730702000;0.358063270728772;0.214729861694638;1101;34.7;5.1;62055;32173;0.141588168377940;4.996213753016080;2019;0.131987766047777;0.009600402330163;0.123522706794443;4.944371167363520;0.051842585652551;0.358063270728772;0.398770519161629;-0.040707248432857;0.371821507920346
Arizona;38.927677178923500;0.424670356081136;0.256620255046817;1253;32.4;5.8;69056;36295;0.151484219805007;5.448893194859480;2021;0.131987766047777;0.019496453757230;0.141588168377940;4.944371167363520;0.504522027495956;0.424670356081136;0.398770519161629;0.025899836919508;0.358063270728772
Arizona;38.654979724158200;0.425294536253657;0.250791266138779;1450;32.6;4.3;74568;39819;0.162333302957639;5.464801920888240;2022;0.131987766047777;0.030345536909863;0.151484219805007;4.944371167363520;0.520430753524715;0.425294536253657;0.398770519161629;0.026524017092028;0.424670356081136
Arizona;39.801895288840800;0.445335202594487;0.262761700258650;1608;32.3;4.3;41290;77315;0.144497112751564;5.344098486138810;2023;0.131987766047777;0.012509346703787;0.162333302957639;4.944371167363520;0.399727318775289;0.445335202594487;0.398770519161629;0.046564683432858;0.425294536253657
Arkansas;35.372365453944800;0.367028137253494;0.212179883084613;683;34.2;6.8;41262;22883;0.137360086252821;3.334526364696040;2014;0.168330394722204;-0.030970308469383;#ÁNULO!;5.942886628856550;-2.608360264160510;0.367028137253494;0.358140639174169;0.008887498079325;#ÁNULO!
Arkansas;36.205748958249000;0.386166551769372;0.233168011476705;695;34.8;5.8;41995;23589;0.149236698203868;6.477061589915860;2015;0.168330394722204;-0.019093696518336;0.137360086252821;5.942886628856550;0.534174961059310;0.386166551769372;0.358140639174169;0.028025912595203;0.367028137253494
Arkansas;35.550917507704000;0.354397775341177;0.217060092584744;701;35.4;5.1;44334;24264;0.162070101750287;6.305501995618870;2016;0.168330394722204;-0.006260292971916;0.149236698203868;5.942886628856550;0.362615366762324;0.354397775341177;0.358140639174169;-0.003742863832992;0.386166551769372
Arkansas;34.610009375760200;0.343270363577222;0.196653154273625;711;34.7;5.6;45869;25316;0.170471520807657;6.173870619107610;2017;0.168330394722204;0.002141126085454;0.162070101750287;5.942886628856550;0.230983990251061;0.343270363577222;0.358140639174169;-0.014870275596948;0.354397775341177
Arkansas;35.739964604287400;0.361662668464718;0.222000049236694;731;34.2;4.5;47062;26626;0.157367742771640;6.294777067132860;2018;0.168330394722204;-0.010962651950563;0.170471520807657;5.942886628856550;0.351890438276315;0.361662668464718;0.358140639174169;0.003522029290549;0.343270363577222
Arkansas;34.026811221811500;0.339099514281452;0.197207809072272;742;34.5;4.8;48952;27274;0.174634246765945;5.946007336405560;2019;0.168330394722204;0.006303852043741;0.157367742771640;5.942886628856550;0.003120707549007;0.339099514281452;0.358140639174169;-0.019041124892718;0.361662668464718
Arkansas;35.134975817923200;0.349379800853485;0.217405405405405;820;33.0;5.5;52528;29252;0.180111413862851;6.198584822637960;2021;0.168330394722204;0.011781019140648;0.174634246765945;5.942886628856550;0.255698193781411;0.349379800853485;0.358140639174169;-0.008760838320684;0.339099514281452
Arkansas;36.718168793289100;0.367150631780885;0.232392295052331;846;33.5;4.5;55432;31380;0.199337234857628;6.318729881871710;2022;0.168330394722204;0.031006840135425;0.180111413862851;5.942886628856550;0.375843253015158;0.367150631780885;0.358140639174169;0.009009992606716;0.349379800853485
Arkansas;35.679375178045800;0.355110309245719;0.215960286561369;933;33.8;4.2;33012;58700;0.184384507227134;6.436919982322470;2023;0.168330394722204;0.016054112504931;0.199337234857628;5.942886628856550;0.494033353465925;0.355110309245719;0.358140639174169;-0.003030329928450;0.367150631780885
California;41.615419095519000;0.468773951932644;0.293567853601933;1268;46.3;8.5;61933;30441;0.109657254273322;2.558551140247540;2014;0.120646771136048;-0.010989516862726;#ÁNULO!;4.788951218032090;-2.230400077784550;0.468773951932644;0.452803678306101;0.015970273626542;#ÁNULO!
California;40.906217918549000;0.455967827113315;0.282747074881341;1311;46.4;7.3;64500;31587;0.109682238621699;4.629616188913620;2015;0.120646771136048;-0.010964532514349;0.109657254273322;4.788951218032090;-0.159335029118476;0.455967827113315;0.452803678306101;0.003164148807213;0.468773951932644
California;40.851535232173200;0.453204941583295;0.283344961853679;1375;46.4;6.5;67739;33389;0.105304064265034;4.779269107846790;2016;0.120646771136048;-0.015342706871014;0.109682238621699;4.788951218032090;-0.009682110185302;0.453204941583295;0.452803678306101;0.000401263277194;0.455967827113315
California;40.527360978281200;0.449163690671949;0.278483989072211;1447;45.2;5.9;71805;35046;0.106981075481799;4.877815862705210;2017;0.120646771136048;-0.013665695654249;0.105304064265034;4.788951218032090;0.088864644673116;0.449163690671949;0.452803678306101;-0.003639987634152;0.453204941583295
California;40.301384644181200;0.446910088746067;0.276653574703622;1520;45.2;5.5;75277;37124;0.113071987223525;4.744722812596080;2018;0.120646771136048;-0.007574783912523;0.106981075481799;4.788951218032090;-0.044228405436009;0.446910088746067;0.452803678306101;-0.005893589560034;0.449163690671949
California;39.495784314764200;0.429061627702792;0.266136939295974;1614;45.1;5.1;80440;39393;0.118302297854327;4.984067157098180;2019;0.120646771136048;-0.002344473281721;0.113071987223525;4.788951218032090;0.195115939066085;0.429061627702792;0.452803678306101;-0.023742050603310;0.446910088746067
California;41.343123933829600;0.455822799205676;0.287997655518716;1750;44.1;8.3;84907;42396;0.142539848444780;5.691749484813680;2021;0.120646771136048;0.021893077308732;0.118302297854327;4.788951218032090;0.902798266781591;0.455822799205676;0.452803678306101;0.003019120899574;0.429061627702792
California;41.477766621659500;0.459188655768133;0.290242638937953;1870;44.2;5.3;91551;46661;0.137175063030525;5.291511014200110;2022;0.120646771136048;0.016528291894478;0.142539848444780;4.788951218032090;0.502559796168018;0.459188655768133;0.452803678306101;0.006384977462032;0.455822799205676
California;41.309582365513100;0.457139522031042;0.286787707589622;1992;44.1;5.5;48013;95521;0.143107111029421;5.543258193867620;2023;0.120646771136048;0.022460339893374;0.137175063030525;4.788951218032090;0.754306975835530;0.457139522031042;0.452803678306101;0.004335843724941;0.459188655768133
Colorado;38.322758346054300;0.409967393867675;0.243743901354094;1020;36.1;5.5;61303;32357;0.091005030552830;2.039956697222310;2014;0.121487807064241;-0.030482776511411;#ÁNULO!;4.132733445178940;-2.092776747956640;0.409967393867675;0.417353073313915;-0.007385679446241;#ÁNULO!
Colorado;38.139418274193100;0.404811648905701;0.240857784062451;1111;36.3;5.2;63909;33563;0.104038654028545;4.209633623900770;2015;0.121487807064241;-0.017449153035697;0.091005030552830;4.132733445178940;0.076900178721829;0.404811648905701;0.417353073313915;-0.012541424408214;0.409967393867675
Colorado;39.445848017282600;0.430073193839309;0.264276152334853;1171;35.2;4.7;65685;34542;0.104822699872974;3.927783133105200;2016;0.121487807064241;-0.016665107191268;0.104038654028545;4.132733445178940;-0.204950312073748;0.430073193839309;0.417353073313915;0.012720120525394;0.404811648905701
Colorado;38.435837604947300;0.410290507078608;0.240655873550894;1240;34.8;4.2;69117;36345;0.114306421588867;4.117571679408090;2017;0.121487807064241;-0.007181385475374;0.104822699872974;4.132733445178940;-0.015161765770854;0.410290507078608;0.417353073313915;-0.007062566235307;0.430073193839309
Colorado;38.333331968661700;0.414445322383208;0.248138246697153;1289;34.9;3.9;71953;38057;0.109550013658971;4.123377709527010;2018;0.121487807064241;-0.011937793405270;0.114306421588867;4.132733445178940;-0.009355735651930;0.414445322383208;0.417353073313915;-0.002907750930708;0.410290507078608
Colorado;37.880407360385300;0.400087454978395;0.230618233136991;1369;34.1;3.7;77127;41053;0.121103864046609;4.448647880825710;2019;0.121487807064241;-0.000383943017633;0.109550013658971;4.132733445178940;0.315914435646770;0.400087454978395;0.417353073313915;-0.017265618335520;0.414445322383208
Colorado;39.755115151300700;0.421582651562685;0.258596026562175;1491;33.2;5.3;82254;44617;0.139468875362272;4.652047541403710;2021;0.121487807064241;0.017981068298030;0.121103864046609;4.132733445178940;0.519314096224764;0.421582651562685;0.417353073313915;0.004229578248770;0.400087454978395
Colorado;40.181798930800900;0.432482607650685;0.262547500113676;1646;33.6;3.5;89302;49071;0.156556029974076;4.775245826180960;2022;0.121487807064241;0.035068222909835;0.139468875362272;4.132733445178940;0.642512381002017;0.432482607650685;0.417353073313915;0.015129534336770;0.421582651562685
Colorado;40.236076882726100;0.432436879558973;0.261474756772272;1771;34.3;3.8;51768;92911;0.152538674493029;4.900336915036740;2023;0.121487807064241;0.031050867428787;0.156556029974076;4.132733445178940;0.767603469857791;0.432436879558973;0.417353073313915;0.015083806245058;0.432482607650685
Connecticut;40.478407510591800;0.434774372692789;0.278322960991679;1024;29.7;6.7;59716;30488;0.104054647414021;2.051040975708010;2014;0.116230554021618;-0.012175906607597;#ÁNULO!;4.229737808241520;-2.178696832533510;0.434774372692789;0.423423227873935;0.011351144818854;#ÁNULO!
Connecticut;40.632624859868700;0.440366972477064;0.285138072250566;1108;33.8;6.9;71346;39430;0.111473136615916;4.261683062112040;2015;0.116230554021618;-0.004757417405702;0.104054647414021;4.229737808241520;0.031945253870520;0.440366972477064;0.423423227873935;0.016943744603129;0.434774372692789
Connecticut;39.028711710455200;0.408063686605415;0.253844209278404;1115;35.2;6.4;73433;41087;0.105840968446122;4.502986490400920;2016;0.116230554021618;-0.010389585575496;0.111473136615916;4.229737808241520;0.273248682159396;0.408063686605415;0.423423227873935;-0.015359541268520;0.440366972477064
Connecticut;38.922481606536700;0.408532567450273;0.259039949829812;1125;33.8;6.1;74168;42029;0.098080671839590;4.244738061586150;2017;0.116230554021618;-0.018149882182028;0.105840968446122;4.229737808241520;0.015000253344625;0.408532567450273;0.423423227873935;-0.014890660423662;0.408063686605415
Connecticut;39.610160366196800;0.430917131576499;0.263133056529195;1171;34.2;5.5;76348;44026;0.108066519101586;4.482133900593790;2018;0.116230554021618;-0.008164034920033;0.098080671839590;4.229737808241520;0.252396092352265;0.430917131576499;0.423423227873935;0.007493903702564;0.408532567450273
Connecticut;38.457532865850200;0.396726176314093;0.246375996573905;1177;35.0;5.3;78833;45359;0.111495023220423;4.342407669106450;2019;0.116230554021618;-0.004735530801196;0.108066519101586;4.229737808241520;0.112669860864928;0.396726176314093;0.423423227873935;-0.026697051559842;0.430917131576499
Connecticut;39.839906983293100;0.422018207338376;0.263082399426236;1277;33.4;6.7;83771;48146;0.124725469158344;4.348950747070490;2021;0.116230554021618;0.008494915136726;0.111495023220423;4.229737808241520;0.119212938828971;0.422018207338376;0.423423227873935;-0.001405020535559;0.396726176314093
Connecticut;40.692084327850900;0.438677268097324;0.282472672937466;1360;33.7;4.7;88429;51581;0.141624311414506;5.036715132349010;2022;0.116230554021618;0.025393757392888;0.124725469158344;4.229737808241520;0.806977324107493;0.438677268097324;0.423423227873935;0.015254040223389;0.422018207338376
Connecticut;40.368883746625400;0.430732668313581;0.270517110186894;1463;34.3;4.6;53119;91665;0.140714238984057;4.796984235246830;2023;0.116230554021618;0.024483684962439;0.141624311414506;4.229737808241520;0.567246427005310;0.430732668313581;0.423423227873935;0.007309440439646;0.438677268097324
Delaware;38.159408281632100;0.389820746519007;0.232827435684983;1360;59.4;8.9;71648;45877;0.108279876919765;2.301161262989920;2014;0.123886605020643;-0.015606728100878;#ÁNULO!;4.555365457372850;-2.254204194382930;0.389820746519007;0.394960748204468;-0.005140001685461;#ÁNULO!
Delaware;37.212965384494700;0.393313317920768;0.240352327053236;1049;29.2;5.8;61255;31441;0.110954002688712;4.900820064234900;2015;0.123886605020643;-0.012932602331931;0.108279876919765;4.555365457372850;0.345454606862054;0.393313317920768;0.394960748204468;-0.001647430283700;0.389820746519007
Delaware;36.590342926277800;0.396626271841964;0.218865903726770;1048;30.2;5.7;61757;31712;0.109594551381330;4.874288199052880;2016;0.123886605020643;-0.014292053639313;0.110954002688712;4.555365457372850;0.318922741680026;0.396626271841964;0.394960748204468;0.001665523637496;0.393313317920768
Delaware;35.143093389210700;0.364199433008751;0.215025268088253;1086;29.1;5.3;62852;33887;0.134677603812775;5.200636970629160;2017;0.123886605020643;0.010790998792132;0.109594551381330;4.555365457372850;0.645271513256312;0.364199433008751;0.394960748204468;-0.030761315195717;0.396626271841964
Delaware;38.711592297889800;0.409086804266463;0.255496131887097;1108;29.0;5.7;64805;33745;0.122706596995496;5.131601040505550;2018;0.123886605020643;-0.001180008025146;0.134677603812775;4.555365457372850;0.576235583132696;0.409086804266463;0.394960748204468;0.014126056061995;0.364199433008751
Delaware;37.223525214305200;0.381646276770541;0.245373543522961;1116;29.7;4.6;70176;36858;0.131029844514854;4.455210828191400;2019;0.123886605020643;0.007143239494211;0.122706596995496;4.555365457372850;-0.100154629181453;0.381646276770541;0.394960748204468;-0.013314471433927;0.409086804266463
Delaware;41.306334010250500;0.460235953969635;0.283019050381975;1208;27.4;5.6;71091;38797;0.127202918324166;4.961543559528180;2021;0.123886605020643;0.003316313303524;0.131029844514854;4.555365457372850;0.406178102155329;0.460235953969635;0.394960748204468;0.065275205765168;0.381646276770541
Delaware;37.101840818506800;0.367526811028475;0.227945104162387;1274;25.9;4.3;82174;42571;0.140539898905001;5.194810487457530;2022;0.123886605020643;0.016653293884359;0.127202918324166;4.555365457372850;0.639445030084680;0.367526811028475;0.394960748204468;-0.027433937175993;0.460235953969635
Delaware;37.842187055621000;0.392191118514606;0.240238898143258;1358;26.4;3.5;44350;81361;0.129994151643684;3.978216703766130;2023;0.123886605020643;0.006107546623042;0.140539898905001;4.555365457372850;-0.577148753606722;0.392191118514606;0.394960748204468;-0.002769629689862;0.367526811028475
District of Columbia;38.815309819114900;0.387393393544492;0.251490603537196;1076;33.6;7.9;70048;39373;0.099056213355263;2.095378806723940;2014;0.114474977311832;-0.015418763956569;#ÁNULO!;3.863705144988620;-1.768326338264680;0.387393393544492;0.363467900576998;0.023925492967494;#ÁNULO!
District of Columbia;36.844714698114400;0.368454026165469;0.219495117007555;1417;60.1;7.3;75628;50187;0.102024630452773;4.372016542402560;2015;0.114474977311832;-0.012450346859059;0.099056213355263;3.863705144988620;0.508311397413939;0.368454026165469;0.363467900576998;0.004986125588471;0.387393393544492
District of Columbia;38.657398706204000;0.384313178651760;0.262136157777630;1376;60.8;6.9;75506;50567;0.089456978354875;3.364474989351940;2016;0.114474977311832;-0.025017998956958;0.102024630452773;3.863705144988620;-0.499230155636676;0.384313178651760;0.363467900576998;0.020845278074763;0.368454026165469
District of Columbia;37.867502113858100;0.370076603692626;0.241408902182006;1499;57.8;6.6;82372;52500;0.086075341780706;3.285690199420640;2017;0.114474977311832;-0.028399635531126;0.089456978354875;3.863705144988620;-0.578014945567979;0.370076603692626;0.363467900576998;0.006608703115628;0.384313178651760
District of Columbia;36.479038678920700;0.373697596697302;0.225764240428564;1516;57.7;7.5;85203;55328;0.123414905749735;3.866229449187250;2018;0.114474977311832;0.008939928437903;0.086075341780706;3.863705144988620;0.002524304198628;0.373697596697302;0.363467900576998;0.010229696120304;0.370076603692626
District of Columbia;33.177339022082600;0.316772884421991;0.173500901512041;1603;58.5;6.3;92266;59808;0.112311832971880;3.899494132318070;2019;0.114474977311832;-0.002163144339952;0.123414905749735;3.863705144988620;0.035788987329453;0.316772884421991;0.363467900576998;-0.046695016155007;0.373697596697302
District of Columbia;37.242303851092600;0.371429041781446;0.219465083354369;1668;58.4;8.2;90088;65808;0.138601889139090;4.009569138664140;2021;0.114474977311832;0.024126911827257;0.112311832971880;3.863705144988620;0.145863993675524;0.371429041781446;0.363467900576998;0.007961141204448;0.316772884421991
District of Columbia;37.699257438908900;0.359349567548591;0.233236523792806;1843;59.0;5.1;101027;71699;0.132815335678339;4.141160231699000;2022;0.114474977311832;0.018340358366507;0.138601889139090;3.863705144988620;0.277455086710376;0.359349567548591;0.363467900576998;-0.004118333028407;0.371429041781446
District of Columbia;37.031429340028700;0.339724812689303;0.225823967798502;1904;60.9;5.3;78479;108210;0.146517668323830;5.739332815130030;2023;0.114474977311832;0.032042691011997;0.132815335678339;3.863705144988620;1.875627670141410;0.339724812689303;0.363467900576998;-0.023743087887694;0.359349567548591
Florida;41.570510468962700;0.474633028456786;0.295385497254275;1003;35.9;8.0;47463;26582;0.118310347104007;2.827722732155680;2014;0.130042021572664;-0.011731674468657;#ÁNULO!;5.218749486665370;-2.391026754509690;0.474633028456786;0.473255235238453;0.001377793218332;#ÁNULO!
Florida;41.072962039500900;0.466611026137081;0.284357639010142;1046;36.2;7.0;49426;27697;0.130358975979406;5.574333951813570;2015;0.130042021572664;0.000316954406742;0.118310347104007;5.218749486665370;0.355584465148206;0.466611026137081;0.473255235238453;-0.006644209101373;0.474633028456786
Florida;40.633412698351500;0.458297103434016;0.279906351336025;1086;35.9;6.0;50860;28621;0.111384243244811;5.693819304781690;2016;0.130042021572664;-0.018657778327853;0.130358975979406;5.218749486665370;0.475069818116324;0.458297103434016;0.473255235238453;-0.014958131804438;0.466611026137081
Florida;40.753663079308900;0.458956834812696;0.283368271755987;1128;34.8;5.5;52594;29838;0.122962273816399;5.307939882934620;2017;0.130042021572664;-0.007079747756265;0.111384243244811;5.218749486665370;0.089190396269254;0.458956834812696;0.473255235238453;-0.014298400425757;0.458297103434016
Florida;40.787422736669000;0.458351516409587;0.281936361985144;1182;34.1;5.2;55462;31359;0.125950889852814;5.563144944285380;2018;0.130042021572664;-0.004091131719850;0.122962273816399;5.218749486665370;0.344395457620013;0.458351516409587;0.473255235238453;-0.014903718828866;0.458956834812696
Florida;40.639644047761800;0.455792795434852;0.275028087002737;1238;33.8;4.5;59227;32887;0.131407291574364;5.595457875996880;2019;0.130042021572664;0.001365270001701;0.125950889852814;5.218749486665370;0.376708389331519;0.455792795434852;0.473255235238453;-0.017462439803602;0.458351516409587
Florida;42.462162266180000;0.480672446629752;0.299631537628860;1348;32.6;5.6;63062;36196;#ÁNULO!;#ÁNULO!;2021;0.130042021572664;-0.130042021572664;0.131407291574364;5.218749486665370;-5.218749486665370;0.480672446629752;0.473255235238453;0.007417211391299;0.455792795434852
Florida;42.891674560526900;0.496350037970010;0.309237731279268;1525;32.8;4.0;69303;40278;0.147170538169169;5.852303687059410;2022;0.130042021572664;0.017128516596505;0.000000000000000;5.218749486665370;0.633554200394043;0.496350037970010;0.473255235238453;0.023094802731556;0.480672446629752
Florida;43.600164404321300;0.509632327861302;0.319778028739154;1719;31.9;4.1;41902;73311;0.152791612840342;5.335273514295690;2023;0.130042021572664;0.022749591267678;0.147170538169169;5.218749486665370;0.116524027630326;0.509632327861302;0.473255235238453;0.036377092622848;0.496350037970010
Georgia;38.510541943426800;0.416814525714879;0.255398101631514;882;37.8;8.3;49321;25615;0.122094043269205;2.758564119567970;2014;0.132313290923938;-0.010219247654733;#ÁNULO!;5.015390137031470;-2.256826017463490;0.416814525714879;0.405857199555639;0.010957326159241;#ÁNULO!
Georgia;38.058731244431600;0.408302094658700;0.249492712328517;909;38.2;7.1;51244;26810;0.112310642722493;5.248603190038100;2015;0.132313290923938;-0.020002648201444;0.122094043269205;5.015390137031470;0.233213053006629;0.408302094658700;0.405857199555639;0.002444895103062;0.416814525714879
Georgia;36.608740197611100;0.386591518438453;0.228123575207054;933;38.5;6.0;53559;28183;0.123341705150157;5.186000026078200;2016;0.132313290923938;-0.008971585773781;0.112310642722493;5.015390137031470;0.170609889046734;0.386591518438453;0.405857199555639;-0.019265681117186;0.408302094658700
Georgia;36.322503627150200;0.378314791200337;0.226901338486562;958;37.1;5.8;56183;29668;0.120680888510007;5.118864580721800;2017;0.132313290923938;-0.011632402413931;0.123341705150157;5.015390137031470;0.103474443690332;0.378314791200337;0.405857199555639;-0.027542408355302;0.386591518438453
Georgia;36.702482134615900;0.394572229573917;0.232268744972550;1008;36.2;4.8;58756;31187;0.128617305092260;5.466877066289040;2018;0.132313290923938;-0.003695985831678;0.120680888510007;5.015390137031470;0.451486929257574;0.394572229573917;0.405857199555639;-0.011284969981722;0.378314791200337
Georgia;36.640705531489300;0.388246317935227;0.226671629623371;1049;35.9;4.8;61980;32657;0.142981309935102;5.008801964953020;2019;0.132313290923938;0.010668019011164;0.128617305092260;5.015390137031470;-0.006588172078442;0.388246317935227;0.405857199555639;-0.017610881620411;0.394572229573917
